,location,total_sqft,bath,price,bhk
5549,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2.0
5550,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3.0
5551,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2.0
5552,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2.0
5553,Raja Rajeshwari Nagar,1630.0,3.0,60.65,3.0
5554,Raja Rajeshwari Nagar,1531.0,3.0,51.77,3.0
5555,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2.0
5556,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2.0
5557,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2.0
5558,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2.0
5559,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2.0
5560,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2.0
5561,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2.0
5562,Raja Rajeshwari Nagar,1510.0,2.0,55.0,3.0
5563,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3.0
5564,Raja Rajeshwari Nagar,1400.0,2.0,45.0,2.0
5565,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2.0
5566,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3.0
5567,Raja Rajeshwari Nagar,1608.0,3.0,54.51,3.0
5568,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3.0
5569,Raja Rajeshwari Nagar,1500.0,3.0,51.04,3.0
5570,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2.0
5571,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2.0
5572,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3.0
5573,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2.0
5574,Raja Rajeshwari Nagar,1240.0,2.0,40.54,2.0
5575,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2.0
5576,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2.0
5577,Raja Rajeshwari Nagar,1757.0,3.0,98.0,3.0
5578,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3.0
5579,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3.0
5580,Raja Rajeshwari Nagar,1529.0,3.0,51.77,3.0
5581,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2.0
5582,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3.0
5583,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2.0
5584,Raja Rajeshwari Nagar,945.0,2.0,45.0,2.0
5585,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2.0
5586,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2.0
5587,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3.0
5588,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2.0
5589,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2.0
5590,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3.0
5591,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2.0
5592,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3.0
5593,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2.0
5594,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3.0
5595,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2.0
5596,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3.0
5597,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2.0
5598,Raja Rajeshwari Nagar,1400.0,2.0,86.0,3.0
5599,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2.0
5600,Raja Rajeshwari Nagar,1206.0,2.0,40.7,2.0
5601,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2.0
5602,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3.0
5603,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3.0
5604,Raja Rajeshwari Nagar,1571.0,3.0,53.12,3.0
5605,Raja Rajeshwari Nagar,1255.0,2.0,42.54,2.0
5606,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3.0
5607,Raja Rajeshwari Nagar,1850.0,3.0,98.0,3.0
5608,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2.0
5609,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8.0
5610,Raja Rajeshwari Nagar,1140.0,2.0,39.0,2.0
5611,Raja Rajeshwari Nagar,510.0,1.0,22.0,1.0
5612,Raja Rajeshwari Nagar,1187.0,2.0,40.14,2.0
5613,Raja Rajeshwari Nagar,1141.0,2.0,60.0,2.0
5614,Rajaji Nagar,1640.0,3.0,229.0,3.0
5615,Rajaji Nagar,2390.0,3.0,415.0,3.0
5616,Rajaji Nagar,2390.0,3.0,410.0,3.0
5617,Rajaji Nagar,1725.0,3.0,200.0,3.0
5618,Rajaji Nagar,3516.0,4.0,540.0,4.0
5619,Rajaji Nagar,1640.0,3.0,223.0,3.0
5620,Rajaji Nagar,3526.0,4.0,492.0,4.0
5621,Rajaji Nagar,3526.0,4.0,558.0,4.0
5623,Rajaji Nagar,2849.0,5.0,300.0,5.0
5624,Rajaji Nagar,1800.0,3.0,260.0,3.0
5625,Rajaji Nagar,1640.0,3.0,241.0,3.0
5626,Rajaji Nagar,1370.0,2.0,170.0,2.0
5627,Rajaji Nagar,2409.0,3.0,360.0,3.0
5628,Rajaji Nagar,3436.0,6.0,475.0,4.0
5629,Rajaji Nagar,1718.0,3.0,288.0,2.0
5630,Rajaji Nagar,2386.0,3.0,334.0,3.0
5631,Rajaji Nagar,3436.0,6.0,500.0,4.0
5632,Rajaji Nagar,1200.0,2.0,150.0,2.0
5633,Rajaji Nagar,1160.0,1.0,163.0,2.0
5634,Rajaji Nagar,1222.0,2.0,112.0,2.0
5635,Rajaji Nagar,660.0,1.0,75.0,1.0
5636,Rajaji Nagar,1440.0,2.0,170.0,2.0
5637,Rajaji Nagar,2448.0,3.0,400.0,3.0
5638,Rajaji Nagar,1440.0,2.0,185.0,2.0
5639,Rajaji Nagar,1640.0,3.0,230.0,3.0
5640,Rajaji Nagar,2648.0,5.0,251.5,4.0
5641,Rajaji Nagar,3730.0,4.0,370.0,4.0
5642,Rajaji Nagar,1800.0,2.0,250.0,3.0
5643,Rajaji Nagar,3100.0,4.0,550.0,4.0
5644,Rajaji Nagar,3526.0,4.0,598.0,4.0
5645,Rajaji Nagar,1357.0,2.0,130.0,2.0
5646,Rajaji Nagar,2300.0,3.0,369.0,3.0
5647,Rajaji Nagar,1640.0,3.0,220.0,3.0
5648,Rajaji Nagar,2500.0,3.0,350.0,3.0
5649,Rajaji Nagar,1615.0,3.0,175.0,3.0
5650,Rajaji Nagar,1776.0,3.0,190.0,3.0
5651,Rajaji Nagar,2559.0,3.0,403.0,3.0
5652,Rajaji Nagar,1763.0,3.0,262.0,2.0
5653,Rajaji Nagar,1640.0,3.0,220.0,3.0
5654,Rajaji Nagar,1613.0,3.0,150.0,3.0
5655,Rajaji Nagar,1380.0,3.0,130.0,3.0
5656,Rajaji Nagar,2400.0,3.0,320.0,5.0
5657,Rajaji Nagar,1800.0,3.0,240.0,3.0
5658,Rajaji Nagar,2533.0,3.0,425.0,3.0
5659,Rajaji Nagar,1268.0,2.0,127.0,2.0
5660,Rajaji Nagar,2450.0,3.0,330.0,3.0
5661,Rajaji Nagar,1640.0,3.0,262.0,3.0
5662,Rajaji Nagar,1200.0,1.0,200.0,2.0
5663,Rajaji Nagar,2367.0,3.0,375.0,3.0
5664,Rajaji Nagar,2440.0,2.0,415.0,4.0
5665,Rajaji Nagar,1640.0,3.0,251.0,3.0
5666,Rajaji Nagar,2733.0,5.0,259.0,4.0
5667,Rajaji Nagar,1640.0,3.0,268.0,3.0
5668,Rajaji Nagar,2367.0,4.0,340.0,3.0
5669,Rajaji Nagar,1720.0,3.0,224.0,3.0
5670,Rajaji Nagar,3600.0,5.0,510.0,5.0
5671,Rajaji Nagar,1350.0,4.0,230.0,4.0
5672,Rajaji Nagar,1700.0,3.0,200.0,3.0
5673,Rajaji Nagar,2300.0,4.0,240.0,3.0
5674,Rajaji Nagar,2400.0,5.0,408.0,5.0
5675,Rajaji Nagar,2500.0,3.0,340.0,3.0
5676,Rajaji Nagar,2390.0,3.0,372.0,3.0
5677,Rajaji Nagar,2415.0,3.0,399.0,3.0
5678,Rajaji Nagar,1718.0,3.0,275.0,2.0
5679,Rajaji Nagar,1763.0,3.0,240.0,2.0
5680,Rajaji Nagar,2367.0,3.0,320.0,3.0
5681,Rajaji Nagar,2409.0,3.0,395.0,3.0
5682,Rajaji Nagar,1314.0,2.0,225.0,2.0
5683,Rajaji Nagar,1440.0,2.0,165.0,2.0
5684,Rajaji Nagar,1640.0,3.0,245.0,3.0
5685,Rajiv Nagar,1690.0,3.0,125.0,3.0
5686,Rajiv Nagar,1263.0,2.0,93.32,2.0
5687,Rajiv Nagar,2340.0,4.0,148.0,4.0
5688,Rajiv Nagar,2340.0,5.0,129.0,4.0
5689,Rajiv Nagar,1330.0,2.0,93.0,2.0
5690,Rajiv Nagar,2340.0,5.0,129.0,4.0
5691,Rajiv Nagar,1309.0,2.0,80.0,2.0
5692,Rajiv Nagar,2340.0,4.0,145.0,4.0
5693,Rajiv Nagar,2330.0,5.0,175.0,4.0
5694,Rajiv Nagar,2340.0,5.0,160.0,4.0
5695,Ramagondanahalli,1151.0,2.0,48.77,2.0
5696,Ramagondanahalli,1251.0,2.0,47.0,2.0
5697,Ramagondanahalli,1235.0,2.0,52.04,2.0
5698,Ramagondanahalli,1610.0,2.0,111.0,3.0
5699,Ramagondanahalli,540.0,1.0,30.0,1.0
5700,Ramagondanahalli,1635.0,3.0,62.0,3.0
5701,Ramagondanahalli,1235.0,2.0,46.8,2.0
5702,Ramagondanahalli,1215.0,2.0,51.26,2.0
5703,Ramagondanahalli,2257.0,4.0,157.0,3.0
5704,Ramagondanahalli,1251.0,2.0,47.4,2.0
5705,Ramagondanahalli,1610.0,2.0,115.0,3.0
5706,Ramagondanahalli,920.0,2.0,65.0,2.0
5707,Ramagondanahalli,1215.0,2.0,45.5,2.0
5708,Ramagondanahalli,2800.0,4.0,155.0,4.0
5709,Ramagondanahalli,1253.0,2.0,52.66,2.0
5710,Ramagondanahalli,1295.0,2.0,95.0,2.0
5711,Ramagondanahalli,1151.0,2.0,50.5,2.0
5712,Ramagondanahalli,1235.0,2.0,49.3,2.0
5713,Ramagondanahalli,2257.0,3.0,159.0,3.0
5714,Ramagondanahalli,1295.0,2.0,95.0,2.0
5715,Ramagondanahalli,1451.0,3.0,60.44,3.0
5716,Ramagondanahalli,1910.0,3.0,142.0,3.0
5717,Ramagondanahalli,1215.0,2.0,46.1,2.0
5718,Ramagondanahalli,1475.0,2.0,63.0,3.0
5719,Ramagondanahalli,1251.0,2.0,50.0,2.0
5720,Ramagondanahalli,1610.0,2.0,115.0,3.0
5721,Ramagondanahalli,1151.0,2.0,43.6,2.0
5722,Ramagondanahalli,1635.0,3.0,61.0,3.0
5723,Ramagondanahalli,1251.0,2.0,53.0,2.0
5724,Ramagondanahalli,845.0,2.0,45.82,2.0
5725,Ramagondanahalli,1910.0,3.0,150.0,3.0
5726,Ramagondanahalli,1738.0,2.0,76.0,3.0
5727,Ramagondanahalli,2040.0,3.0,114.0,3.0
5728,Ramagondanahalli,3350.0,3.0,150.0,3.0
5729,Ramagondanahalli,1251.0,2.0,46.0,2.0
5730,Ramagondanahalli,1635.0,3.0,57.0,3.0
5731,Ramagondanahalli,1151.0,2.0,46.0,2.0
5732,Ramagondanahalli,1610.0,2.0,112.0,3.0
5733,Ramagondanahalli,1610.0,2.0,115.0,3.0
5734,Ramagondanahalli,1200.0,3.0,56.1,3.0
5735,Ramagondanahalli,2787.0,5.0,220.0,4.0
5736,Ramagondanahalli,1475.0,2.0,55.0,3.0
5737,Ramagondanahalli,1125.0,2.0,75.0,2.0
5738,Ramagondanahalli,1151.0,2.0,42.5,2.0
5739,Ramagondanahalli,2257.0,3.0,155.0,3.0
5740,Ramagondanahalli,1500.0,3.0,100.0,3.0
5741,Ramagondanahalli,1680.0,2.0,68.0,3.0
5742,Ramagondanahalli,1910.0,3.0,131.0,3.0
5743,Ramamurthy Nagar,3700.0,4.0,225.0,4.0
5744,Ramamurthy Nagar,3500.0,5.0,150.0,5.0
5745,Ramamurthy Nagar,1050.0,2.0,37.0,2.0
5746,Ramamurthy Nagar,1040.0,2.0,50.0,2.0
5747,Ramamurthy Nagar,1600.0,3.0,75.0,3.0
5748,Ramamurthy Nagar,1200.0,3.0,72.0,2.0
5749,Ramamurthy Nagar,360.0,1.0,26.0,1.0
5750,Ramamurthy Nagar,950.0,2.0,50.79,2.0
5751,Ramamurthy Nagar,1200.0,2.0,66.0,3.0
5752,Ramamurthy Nagar,1525.0,3.0,100.0,3.0
5753,Ramamurthy Nagar,1200.0,2.0,80.0,2.0
5754,Ramamurthy Nagar,1200.0,2.0,42.0,2.0
5755,Ramamurthy Nagar,1515.0,3.0,65.0,3.0
5756,Ramamurthy Nagar,1100.0,2.0,68.0,2.0
5757,Ramamurthy Nagar,1185.0,2.0,45.5,2.0
5758,Ramamurthy Nagar,1170.0,2.0,46.8,2.0
5759,Ramamurthy Nagar,1150.0,2.0,51.0,2.0
5760,Ramamurthy Nagar,1200.0,2.0,48.0,2.0
5761,Ramamurthy Nagar,3600.0,3.0,150.0,3.0
5762,Ramamurthy Nagar,1110.0,2.0,65.0,2.0
5763,Ramamurthy Nagar,1410.0,2.0,56.4,3.0
5764,Ramamurthy Nagar,1200.0,2.0,78.0,2.0
5765,Ramamurthy Nagar,1000.0,2.0,41.0,3.0
5766,Ramamurthy Nagar,600.0,1.0,43.0,1.0
5767,Ramamurthy Nagar,1006.0,2.0,57.0,2.0
5768,Ramamurthy Nagar,1200.0,2.0,76.0,2.0
5769,Ramamurthy Nagar,1300.0,2.0,52.0,3.0
5770,Ramamurthy Nagar,1600.0,3.0,75.0,3.0
5771,Ramamurthy Nagar,700.0,2.0,33.0,2.0
5772,Ramamurthy Nagar,1125.0,2.0,47.0,2.0
5773,Ramamurthy Nagar,1000.0,2.0,62.0,2.0
5774,Ramamurthy Nagar,1334.0,2.0,67.0,2.0
5775,Ramamurthy Nagar,1200.0,2.0,46.0,2.0
5776,Ramamurthy Nagar,1200.0,2.0,57.9,2.0
5777,Ramamurthy Nagar,1305.0,3.0,60.0,3.0
5778,Ramamurthy Nagar,1360.0,2.0,45.0,2.0
5779,Ramamurthy Nagar,1170.0,2.0,44.0,2.0
5780,Ramamurthy Nagar,2200.0,4.0,130.0,4.0
5781,Ramamurthy Nagar,1050.0,2.0,51.66,2.0
5782,Ramamurthy Nagar,2916.0,5.0,230.0,4.0
5783,Ramamurthy Nagar,2316.0,3.0,125.0,3.0
5784,Ramamurthy Nagar,1101.0,2.0,50.0,2.0
5785,Ramamurthy Nagar,1150.0,2.0,40.0,2.0
5786,Ramamurthy Nagar,1208.0,2.0,43.5,3.0
5787,Ramamurthy Nagar,1050.0,2.0,37.8,2.0
5788,Ramamurthy Nagar,935.0,2.0,39.0,2.0
5789,Ramamurthy Nagar,1200.0,2.0,68.0,2.0
5790,Ramamurthy Nagar,540.0,1.0,35.0,1.0
5791,Ramamurthy Nagar,960.0,2.0,35.0,2.0
5792,Rayasandra,1314.0,2.0,63.0,3.0
5793,Rayasandra,1065.0,2.0,44.95,2.0
5794,Rayasandra,1708.0,3.0,75.0,3.0
5795,Rayasandra,1199.0,2.0,48.5,3.0
5796,Rayasandra,1577.0,3.0,67.0,3.0
5797,Rayasandra,1253.0,2.0,57.0,2.0
5798,Rayasandra,583.0,1.0,26.9,1.0
5799,Rayasandra,1198.0,2.0,54.0,2.0
5800,Rayasandra,1555.0,3.0,75.17,3.0
5801,Rayasandra,1458.0,3.0,60.0,3.0
5802,Rayasandra,1179.0,2.0,55.0,3.0
5803,Rayasandra,1601.0,3.0,70.0,3.0
5804,Rayasandra,1708.0,3.0,76.0,4.0
5805,Rayasandra,470.0,1.0,21.0,1.0
5806,Rayasandra,3600.0,5.0,145.0,5.0
5807,Rayasandra,1357.0,2.0,59.0,3.0
5808,Sahakara Nagar,2830.0,3.0,195.0,4.0
5809,Sahakara Nagar,1500.0,2.0,95.0,3.0
5810,Sahakara Nagar,1100.0,2.0,56.0,2.0
5811,Sahakara Nagar,1219.0,2.0,48.0,2.0
5812,Sahakara Nagar,1100.0,2.0,75.0,3.0
5813,Sahakara Nagar,1655.0,3.0,115.0,3.0
5814,Sahakara Nagar,1150.0,2.0,54.0,2.0
5815,Sahakara Nagar,1270.0,2.0,69.85,2.0
5816,Sahakara Nagar,960.0,2.0,56.0,2.0
5817,Sahakara Nagar,1048.0,2.0,50.0,2.0
5818,Sahakara Nagar,1160.0,2.0,55.0,2.0
5819,Sahakara Nagar,1200.0,2.0,75.0,3.0
5820,Sahakara Nagar,2500.0,4.0,200.0,4.0
5821,Sahakara Nagar,1914.0,3.0,179.0,3.0
5822,Sahakara Nagar,1500.0,3.0,125.0,3.0
5823,Sahakara Nagar,1100.0,2.0,55.0,2.0
5824,Sahakara Nagar,1914.0,3.0,149.0,3.0
5825,Sahakara Nagar,1000.0,2.0,60.0,2.0
5826,Sahakara Nagar,2200.0,3.0,98.0,3.0
5827,Sahakara Nagar,1175.0,2.0,49.0,2.0
5828,Sahakara Nagar,1370.0,2.0,90.0,3.0
5829,Sahakara Nagar,1100.0,2.0,55.0,2.0
5830,Sahakara Nagar,1100.0,2.0,75.0,3.0
5831,Sahakara Nagar,1180.0,2.0,72.0,2.0
5832,Sahakara Nagar,1200.0,2.0,60.0,2.0
5833,Sahakara Nagar,1032.0,2.0,45.0,2.0
5834,Sahakara Nagar,1200.0,2.0,46.0,2.0
5835,Sahakara Nagar,1270.0,2.0,96.0,2.0
5836,Sahakara Nagar,1201.0,2.0,80.0,2.0
5837,Sahakara Nagar,1200.0,2.0,54.0,2.0
5838,Sahakara Nagar,1291.0,2.0,72.3,2.0
5839,Sanjay nagar,1000.0,2.0,70.0,2.0
5840,Sanjay nagar,1100.0,2.0,98.0,2.0
5841,Sanjay nagar,1150.0,2.0,72.2,2.0
5842,Sanjay nagar,1800.0,3.0,180.0,3.0
5843,Sanjay nagar,630.0,1.0,35.0,2.0
5844,Sanjay nagar,3300.0,3.0,250.0,5.0
5845,Sanjay nagar,1900.0,2.0,180.0,3.0
5846,Sanjay nagar,1575.0,2.0,90.0,2.0
5847,Sanjay nagar,1450.0,3.0,75.0,3.0
5848,Sanjay nagar,1200.0,2.0,76.0,3.0
5849,Sanjay nagar,960.0,2.0,55.0,2.0
5850,Sanjay nagar,1050.0,2.0,59.0,2.0
5851,Sanjay nagar,1150.0,2.0,70.0,2.0
5852,Sanjay nagar,1500.0,3.0,150.0,3.0
5853,Sanjay nagar,1180.0,2.0,80.0,2.0
5854,Sarakki Nagar,2121.0,4.0,253.0,3.0
5855,Sarakki Nagar,2289.0,3.0,260.0,3.0
5856,Sarakki Nagar,2500.0,4.0,325.0,3.0
5857,Sarakki Nagar,2145.0,4.0,270.0,3.0
5858,Sarakki Nagar,1200.0,3.0,128.0,3.0
5859,Sarakki Nagar,2663.0,4.0,338.0,3.0
5860,Sarakki Nagar,3131.0,4.0,349.0,4.0
5861,Sarakki Nagar,3126.0,5.0,345.0,4.0
5862,Sarakki Nagar,3124.0,6.0,349.0,4.0
5863,Sarjapur,2250.0,3.0,148.0,3.0
5864,Sarjapur,1600.0,3.0,75.0,3.0
5865,Sarjapur,1242.5,2.0,43.49,2.0
5866,Sarjapur,913.0,2.0,32.0,2.0
5867,Sarjapur,1128.0,2.0,60.0,2.0
5868,Sarjapur,1185.0,2.0,47.0,2.0
5869,Sarjapur,649.5,1.0,17.535,1.0
5870,Sarjapur,1020.0,2.0,35.0,2.0
5871,Sarjapur,1195.0,2.0,42.0,2.0
5872,Sarjapur,1240.0,2.0,44.0,2.0
5873,Sarjapur,1550.0,2.0,65.0,4.0
5874,Sarjapur,950.0,2.0,32.5,2.0
5875,Sarjapur,1285.0,2.0,68.0,3.0
5876,Sarjapur,1525.0,2.0,48.0,3.0
5877,Sarjapur,925.0,2.0,25.0,2.0
5878,Sarjapur,3190.0,3.0,160.0,4.0
5879,Sarjapur,1215.0,2.0,40.0,2.0
5880,Sarjapur,2540.0,4.0,115.0,4.0
5881,Sarjapur,1200.0,3.0,78.0,3.0
5882,Sarjapur,1000.0,2.0,30.0,2.0
5883,Sarjapur,1157.0,2.0,40.0,2.0
5884,Sarjapur,2238.0,3.0,140.0,3.0
5885,Sarjapur,2020.0,3.0,85.0,3.0
5886,Sarjapur,2885.0,3.0,185.0,4.0
5887,Sarjapur,1917.0,3.0,60.0,4.0
5888,Sarjapur,1240.0,2.0,44.3,2.0
5889,Sarjapur,625.0,1.0,19.0,1.0
5890,Sarjapur,2585.5,4.0,139.5,4.0
5891,Sarjapur,940.0,2.0,25.38,2.0
5892,Sarjapur,2100.0,3.0,125.0,4.0
5893,Sarjapur,913.0,2.0,36.0,2.0
5894,Sarjapur,1404.0,2.0,53.35,3.0
5895,Sarjapur,1830.0,3.0,88.0,3.0
5896,Sarjapur,1364.0,2.0,56.0,3.0
5897,Sarjapur,1124.0,2.0,30.35,2.0
5898,Sarjapur,1044.0,2.0,32.0,2.0
5899,Sarjapur,650.0,1.0,19.87,1.0
5900,Sarjapur,1175.0,2.0,42.0,2.0
5901,Sarjapur,1240.0,2.0,43.1,2.0
5902,Sarjapur,1170.0,2.0,35.41,3.0
5903,Sarjapur,1032.0,2.0,42.0,2.0
5905,Sarjapur,1044.0,2.0,34.0,2.0
5906,Sarjapur,1200.0,3.0,76.13,3.0
5907,Sarjapur,1200.0,2.0,62.0,2.0
5908,Sarjapur,900.0,2.0,27.98,2.0
5909,Sarjapur,2970.0,3.0,130.0,4.0
5910,Sarjapur,1205.0,2.0,29.0,2.0
5911,Sarjapur,850.0,2.0,32.0,2.0
5912,Sarjapur,1175.0,2.0,41.68,2.0
5913,Sarjapur,1575.0,3.0,55.0,3.0
5914,Sarjapur,920.0,2.0,33.0,2.0
5915,Sarjapur,1445.0,3.0,50.0,3.0
5916,Sarjapur,1150.0,2.0,41.0,2.0
5917,Sarjapur,1200.0,2.0,42.6,2.0
5918,Sarjapur,1333.0,3.0,50.0,3.0
5919,Sarjapur,1044.0,2.0,36.0,2.0
5920,Sarjapur,950.0,2.0,35.0,2.0
5921,Sarjapur,2585.5,4.0,115.0,4.0
5922,Sarjapur,2172.0,3.0,100.0,3.0
5923,Sarjapur,633.0,1.0,17.09,1.0
5924,Sarjapur,1500.0,5.0,95.0,3.0
5925,Sarjapur,1451.0,2.0,87.0,2.0
5926,Sarjapur,2400.0,3.0,140.0,4.0
5927,Sarjapur,1525.0,2.0,68.0,3.0
5928,Sarjapur,1095.0,2.0,45.0,2.0
5929,Sarjapur,1425.0,3.0,57.0,3.0
5930,Sarjapur  Road,2497.0,3.0,140.0,3.0
5931,Sarjapur  Road,1787.0,3.0,98.29,3.0
5932,Sarjapur  Road,1787.0,3.0,125.0,3.0
5933,Sarjapur  Road,984.0,2.0,44.28,2.0
5934,Sarjapur  Road,1035.0,2.0,49.2,2.0
5935,Sarjapur  Road,1863.0,3.0,104.0,4.0
5936,Sarjapur  Road,1000.0,2.0,67.0,2.0
5937,Sarjapur  Road,1346.0,2.0,74.03,2.0
5938,Sarjapur  Road,1195.0,2.0,70.0,2.0
5939,Sarjapur  Road,1550.0,3.0,100.0,3.0
5940,Sarjapur  Road,2100.0,3.0,125.0,3.0
5941,Sarjapur  Road,1210.0,2.0,58.0,2.0
5942,Sarjapur  Road,1691.0,3.0,113.0,3.0
5943,Sarjapur  Road,1278.0,2.0,95.0,2.0
5944,Sarjapur  Road,2238.0,3.0,140.0,3.0
5945,Sarjapur  Road,1800.0,3.0,110.0,3.0
5946,Sarjapur  Road,1115.0,2.0,50.0,2.0
5947,Sarjapur  Road,1346.0,2.0,61.92,2.0
5948,Sarjapur  Road,1984.0,4.0,146.0,3.0
5949,Sarjapur  Road,1035.0,2.0,45.0,2.0
5950,Sarjapur  Road,1128.0,2.0,59.0,2.0
5951,Sarjapur  Road,1495.0,2.0,64.0,3.0
5952,Sarjapur  Road,1700.0,3.0,110.0,3.0
5953,Sarjapur  Road,1157.0,2.0,75.0,3.0
5954,Sarjapur  Road,1282.0,2.0,72.0,2.0
5955,Sarjapur  Road,4111.0,4.0,310.0,4.0
5956,Sarjapur  Road,3430.0,6.0,228.5,4.0
5957,Sarjapur  Road,3900.0,4.0,300.0,4.0
5958,Sarjapur  Road,1300.0,2.0,60.0,2.0
5959,Sarjapur  Road,1000.0,2.0,40.0,2.0
5960,Sarjapur  Road,1050.0,2.0,62.0,2.0
5961,Sarjapur  Road,1700.0,3.0,135.0,3.0
5962,Sarjapur  Road,1691.0,3.0,119.0,3.0
5963,Sarjapur  Road,1846.0,3.0,140.0,3.0
5964,Sarjapur  Road,1200.0,3.0,95.0,3.0
5965,Sarjapur  Road,1929.0,4.0,103.0,3.0
5966,Sarjapur  Road,1155.0,2.0,58.0,2.0
5967,Sarjapur  Road,1819.0,3.0,100.0,3.0
5968,Sarjapur  Road,1845.0,4.0,110.0,3.0
5969,Sarjapur  Road,1233.0,2.0,77.65,2.0
5970,Sarjapur  Road,4395.0,4.0,242.0,4.0
5971,Sarjapur  Road,1220.0,3.0,56.0,3.0
5972,Sarjapur  Road,3750.0,6.0,290.0,4.0
5973,Sarjapur  Road,1428.0,2.0,66.0,3.0
5974,Sarjapur  Road,1680.0,3.0,112.0,3.0
5975,Sarjapur  Road,1255.0,2.0,92.0,2.0
5976,Sarjapur  Road,1220.0,3.0,58.0,3.0
5977,Sarjapur  Road,1311.0,2.0,78.0,2.0
5978,Sarjapur  Road,1220.0,3.0,56.0,3.0
5979,Sarjapur  Road,1157.0,2.0,75.0,3.0
5980,Sarjapur  Road,1145.0,2.0,75.0,2.0
5981,Sarjapur  Road,1300.0,2.0,70.0,3.0
5982,Sarjapur  Road,1390.0,2.0,62.0,2.0
5983,Sarjapur  Road,1725.0,3.0,90.0,3.0
5985,Sarjapur  Road,2180.0,3.0,170.0,3.0
5986,Sarjapur  Road,1084.0,2.0,55.0,2.0
5987,Sarjapur  Road,1220.0,3.0,62.0,3.0
5988,Sarjapur  Road,1750.0,3.0,110.0,3.0
5989,Sarjapur  Road,1888.0,4.0,95.0,3.0
5990,Sarjapur  Road,1300.0,3.0,60.0,3.0
5991,Sarjapur  Road,1200.0,3.0,70.0,3.0
5992,Sarjapur  Road,2600.0,3.0,200.0,3.0
5993,Sarjapur  Road,5965.0,5.0,385.0,5.0
5994,Sarjapur  Road,685.0,1.0,40.0,1.0
5995,Sarjapur  Road,915.0,2.0,38.0,2.0
5996,Sarjapur  Road,2720.0,5.0,210.0,3.0
5997,Sarjapur  Road,1241.0,2.0,82.0,2.0
5998,Sarjapur  Road,984.0,2.0,45.91,2.0
5999,Sarjapur  Road,1400.0,2.0,68.0,2.0
6000,Sarjapur  Road,3785.0,6.0,280.0,4.0
6001,Sarjapur  Road,835.0,1.0,46.95,1.0
6002,Sarjapur  Road,1280.0,2.0,76.0,2.0
6003,Sarjapur  Road,1145.0,2.0,49.5,2.0
6004,Sarjapur  Road,1470.0,3.0,62.0,3.0
6005,Sarjapur  Road,1263.0,2.0,78.0,2.0
6006,Sarjapur  Road,1691.0,3.0,98.0,3.0
6007,Sarjapur  Road,3416.5,6.0,143.0,4.0
6008,Sarjapur  Road,1308.0,2.0,83.0,2.0
6009,Sarjapur  Road,1592.0,3.0,91.0,3.0
6010,Sarjapur  Road,1016.0,2.0,45.0,2.0
6011,Sarjapur  Road,1150.0,2.0,77.0,2.0
6012,Sarjapur  Road,1965.0,3.0,120.0,3.0
